IP LOGLOG
DP 196.01634743191858 0.00034298193291627663
DP 196.92202554791723 0.0003406847361695846
DP 197.83188827841644 0.0003384019984741025
DP 198.74595495809828 0.00033613363437089865
DP 199.6642450109794 0.0003338795588758109
DP 200.58677795082338 0.00033163968747696045
DP 201.51357338155577 0.00032941393613227437
DP 202.44465099768038 0.00032720222126702333
DP 203.38003058469812 0.00032500445977136946
DP 204.3197320195271 0.0003228205689979281
DP 205.2637752709252 0.0003206504667593414
DP 206.21218039991436 0.0003184940713258625
DP 207.1649675602069 0.0003163513014229534
DP 208.1221569986338 0.0003142220762288947
DP 209.08376905557506 0.00031210631537240574
DP 210.04982416539153 0.00031000393893027906
DP 211.02034285685954 0.0003079148674250245
DP 211.9953457536071 0.00030583902182252553
DP 212.97485357455201 0.0003037763235297082
DP 213.9588871343422 0.0003017266943922208
DP 214.94746734379805 0.00029969005669212574
DP 215.94061521035664 0.00029766633314560234
DP 216.93835183851843 0.00029565544690066104
DP 217.94069843029547 0.0002936573215348701
DP 218.9476762856621 0.00029167188105309243
DP 219.95930680300748 0.00028969904988523443
DP 220.9756114795902 0.00028773875288400585
DP 221.9966119119955 0.0002857909153226904
DP 223.02232979659377 0.000283855462892929
DP 224.05278693000187 0.0002819323217025117
DP 225.08800520954617 0.0002800214182731836
DP 226.12800663372784 0.00027812267953845893
DP 227.1728133026905 0.00027623603284144784
DP 228.22244741868974 0.00027436140593269353
DP 229.27693128656492 0.0002724987269680201
DP 230.33628731421314 0.0002706479245063915
DP 231.4005380130653 0.00026880892750778124
DP 232.4697059985648 0.0002669816653310515
DP 233.5438139906479 0.0002651660677318448
DP 234.6228848142263 0.000263362064860486
DP 235.70694139967276 0.00026156958725989215
DP 236.79600678330775 0.0002597885658634967
DP 237.89010410788933 0.0002580189319931816
DP 238.98925662310498 0.00025626061735721983
DP 240.09348768606526 0.0002545135540482302
DP 241.2028207618007 0.00025277767454113967
DP 242.31727942375994 0.0002510529116911582
DP 243.43688735431104 0.0002493391987317625
DP 244.56166834524458 0.0002476364692726901
