IP LINLIN
DP 750.0 0.0
DP 750.000000001 8.14867245990925e-06
DP 751.0 8.124820584920184e-06
DP 752.0 8.10107012627878e-06
DP 753.0 8.077420518767051e-06
DP 754.0 8.053871201061976e-06
DP 755.0 8.030421615703515e-06
DP 756.0 8.007071209062968e-06
DP 757.0 7.983819431311621e-06
DP 758.0 7.960665736389676e-06
DP 759.0 7.937609581975504e-06
DP 760.0 7.914650429455164e-06
DP 761.0 7.891787743892223e-06
DP 762.0 7.869020993997855e-06
DP 763.0 7.846349652101225e-06
DP 764.0 7.82377319412016e-06
DP 765.0 7.801291099532075e-06
DP 766.0 7.778902851345185e-06
DP 767.0 7.75660793607e-06
DP 768.0 7.734405843691057e-06
DP 769.0 7.712296067638942e-06
DP 770.0 7.690278104762561e-06
DP 771.0 7.668351455301678e-06
DP 772.0 7.646515622859696e-06
DP 773.0 7.6247701143767035e-06
DP 774.0 7.603114440102768e-06
DP 775.0 7.581548113571473e-06
DP 776.0 7.560070651573711e-06
DP 777.0 7.538681574131705e-06
DP 778.0 7.517380404473281e-06
DP 779.0 7.496166669006373e-06
DP 780.0 7.475039897293766e-06
DP 781.0 7.45399962202807e-06
DP 782.0 7.433045379006923e-06
DP 783.0 7.412176707108426e-06
DP 784.0 7.3913931482667995e-06
DP 785.0 7.370694247448265e-06
DP 786.0 7.3500795526271446e-06
DP 787.0 7.329548614762185e-06
DP 788.0 7.309100987773091e-06
DP 789.0 7.288736228517275e-06
DP 790.0 7.268453896766824e-06
DP 791.0 7.248253555185664e-06
DP 792.0 7.228134769306947e-06
DP 793.0 7.208097107510628e-06
DP 794.0 7.1881401410012575e-06
DP 795.0 7.168263443785968e-06
DP 796.0 7.148466592652659e-06
DP 797.0 7.128749167148386e-06
DP 798.0 7.109110749557934e-06
DP 799.0 7.089550924882596e-06
DP 800.0 7.070069280819129e-06
DP 801.0 7.050665407738914e-06
DP 802.0 7.031338898667284e-06
DP 803.0 7.012089349263059e-06
DP 804.0 6.992916357798246e-06
DP 805.0 6.973819525137929e-06
DP 806.0 6.954798454720341e-06
DP 807.0 6.935852752537106e-06
DP 808.0 6.916982027113658e-06
DP 809.0 6.898185889489845e-06
DP 810.0 6.87946395320069e-06
DP 811.0 6.860815834257334e-06
DP 812.0 6.842241151128139e-06
DP 813.0 6.823739524719968e-06
DP 814.0 6.805310578359624e-06
DP 815.0 6.786953937775451e-06
DP 816.0 6.7686692310791035e-06
DP 817.0 6.750456088747476e-06
DP 818.0 6.73231414360478e-06
DP 819.0 6.714243030804799e-06
DP 820.0 6.696242387813276e-06
DP 821.0 6.678311854390476e-06
DP 822.0 6.660451072573889e-06
DP 823.0 6.642659686661083e-06
DP 824.0 6.624937343192721e-06
DP 825.0 6.607283690935703e-06
DP 826.0 6.589698380866478e-06
DP 827.0 6.572181066154488e-06
DP 828.0 6.554731402145758e-06
DP 829.0 6.53734904634663e-06
DP 830.0 6.520033658407638e-06
DP 831.0 6.502784900107522e-06
DP 832.0 6.485602435337377e-06
DP 833.0 6.468485930084948e-06
DP 834.0 6.451435052419049e-06
DP 835.0 6.4344494724741255e-06
DP 836.0 6.4175288624349445e-06
DP 837.0 6.4006728965214186e-06
DP 838.0 6.38388125097356e-06
DP 839.0 6.367153604036558e-06
DP 840.0 6.350489635946004e-06
DP 841.0 6.333889028913205e-06
DP 842.0 6.317351467110671e-06
DP 843.0 6.300876636657682e-06
DP 844.0 6.284464225606009e-06
DP 845.0 6.2681139239257375e-06
