#Format: <DP> <Energy in keV> <Spectrum in ph cm^-2 s^-1 keV^-1>
#flux (100.0 - 10000.0 keV):0.004246641331937203 ph/cm^2/s


IP LOGLOG

DP 100.0  5.303254776204782e-05
DP 109.854  4.273674374971184e-05
DP 120.679  3.4190494622485036e-05
DP 132.571  2.7175964004030806e-05
DP 145.635  2.1494603485748402e-05
DP 159.986  1.6958196476259306e-05
DP 175.751  1.3386697711519085e-05
DP 193.07  1.060907104922436e-05
DP 212.095  8.46697449395866e-06
DP 232.995  6.819282372066515e-06
DP 255.955  5.546296695612811e-06
DP 281.177  4.552035549977511e-06
DP 308.884  3.7634708823403934e-06
DP 339.322  3.1277188458225615e-06
DP 372.759  2.6078467855965475e-06
DP 409.492  2.1782802650455274e-06
DP 449.843  1.821064411570644e-06
DP 494.171  1.5229782429155998e-06
DP 542.868  1.2738491943502538e-06
DP 596.362  1.0655219659910228e-06
DP 655.129  8.912697755049782e-07
DP 719.686  7.455180367975904e-07
DP 790.604  6.236024430674174e-07
DP 868.511  5.216230823124653e-07
DP 954.095  4.3632073315818233e-07
DP 1048.11  3.6496976665632397e-07
DP 1151.4  3.052812217111345e-07
DP 1264.86  2.5535787608919903e-07
DP 1389.5  2.135987332210142e-07
DP 1526.42  1.7866901506142344e-07
DP 1676.83  1.4945167089732969e-07
DP 1842.07  1.2501101418750152e-07
DP 2023.59  1.0456759778942832e-07
DP 2223.0  8.746714349837514e-08
DP 2442.05  7.316380334439864e-08
DP 2682.7  6.119880242346962e-08
DP 2947.05  5.119100849783888e-08
DP 3237.46  4.281949554389725e-08
DP 3556.48  3.581716584342864e-08
DP 3906.94  2.995988324123391e-08
DP 4291.93  2.5060511168190172e-08
DP 4714.87  2.0962229026227783e-08
DP 5179.47  1.7534275198501875e-08
DP 5689.87  1.466680367616162e-08
DP 6250.55  1.2268325325398484e-08
DP 6866.49  1.0262042998050287e-08
DP 7543.12  8.583867816135482e-09
DP 8286.43  7.180120696216829e-09
DP 9102.98  6.005941589769102e-09
DP 10000.0  5.02319455e-09
EN
