IP LINLIN
DP 1835537496.0 0.0
DP 1835537496.002 0.7209999999999996
DP 1835537496.004 0.0
DP 1835537496.006 0.7109999999999999
DP 1835537496.008 0.0
DP 1835537496.01 0.0
DP 1835537496.012 0.7209999999999996
DP 1835537496.014 3.7610000000000006
DP 1835537496.016 0.7209999999999996
DP 1835537496.018 1.7309999999999994
DP 1835537496.02 0.0
DP 1835537496.022 0.0
DP 1835537496.024 0.7209999999999996
DP 1835537496.026 0.0
DP 1835537496.028 0.7209999999999996
DP 1835537496.03 5.801
DP 1835537496.032 0.0
DP 1835537496.034 0.0
DP 1835537496.036 1.7310000000000003
DP 1835537496.038 0.0
DP 1835537496.04 0.0
DP 1835537496.042 2.741
DP 1835537496.044 4.781000000000001
DP 1835537496.046 0.0
DP 1835537496.048 0.0
DP 1835537496.05 0.0
DP 1835537496.052 5.801
DP 1835537496.054 0.0
DP 1835537496.056 0.7209999999999996
DP 1835537496.058 0.0
DP 1835537496.06 0.0
DP 1835537496.062 0.0
DP 1835537496.064 0.0
DP 1835537496.066 0.0
DP 1835537496.068 0.0
DP 1835537496.07 2.741
DP 1835537496.072 3.7609999999999997
DP 1835537496.074 0.0
DP 1835537496.076 0.0
DP 1835537496.078 1.7310000000000003
DP 1835537496.08 0.0
DP 1835537496.082 2.751
DP 1835537496.084 1.7310000000000003
DP 1835537496.086 0.0
DP 1835537496.088 0.0
DP 1835537496.09 0.7309999999999994
DP 1835537496.092 0.0
DP 1835537496.094 0.7209999999999996
DP 1835537496.096 0.0
DP 1835537496.098 0.0
DP 1835537496.1 0.0
DP 1835537496.102 0.0
DP 1835537496.104 0.0
DP 1835537496.106 0.0
DP 1835537496.108 0.0
DP 1835537496.11 0.0
DP 1835537496.112 0.0
DP 1835537496.114 0.0
DP 1835537496.116 0.0
DP 1835537496.118 0.0
DP 1835537496.12 0.0
DP 1835537496.122 0.0
DP 1835537496.124 1.7310000000000003
DP 1835537496.126 1.7310000000000003
DP 1835537496.128 0.7310000000000003
DP 1835537496.13 2.7310000000000003
DP 1835537496.132 0.0
DP 1835537496.134 0.7209999999999996
DP 1835537496.136 0.0
DP 1835537496.138 0.0
DP 1835537496.14 1.7209999999999996
DP 1835537496.142 1.7309999999999994
DP 1835537496.144 0.7209999999999996
DP 1835537496.146 1.7309999999999994
DP 1835537496.148 0.0
DP 1835537496.15 0.0
DP 1835537496.152 2.741
DP 1835537496.154 0.7209999999999996
DP 1835537496.156 0.0
DP 1835537496.158 0.0
DP 1835537496.16 0.0
DP 1835537496.162 0.7209999999999996
DP 1835537496.164 1.7309999999999994
DP 1835537496.166 0.0
DP 1835537496.168 0.0
DP 1835537496.17 0.7209999999999996
DP 1835537496.172 0.0
DP 1835537496.174 0.0
DP 1835537496.176 0.0
DP 1835537496.178 0.0
DP 1835537496.18 2.741
DP 1835537496.182 1.7310000000000003
DP 1835537496.184 0.0
DP 1835537496.186 0.0
DP 1835537496.188 0.0
DP 1835537496.19 0.0
DP 1835537496.192 0.0
DP 1835537496.194 0.7209999999999996
DP 1835537496.196 0.7209999999999996
DP 1835537496.198 0.0
DP 1835537496.2 0.7209999999999996
DP 1835537496.202 0.0
DP 1835537496.204 1.7310000000000003
DP 1835537496.206 0.7209999999999996
DP 1835537496.208 0.0
DP 1835537496.21 0.0
DP 1835537496.212 1.7309999999999994
DP 1835537496.214 0.7209999999999996
DP 1835537496.216 0.0
DP 1835537496.218 0.0
DP 1835537496.22 0.0
DP 1835537496.222 0.0
DP 1835537496.224 1.7209999999999996
DP 1835537496.226 0.0
DP 1835537496.228 3.751
DP 1835537496.23 0.0
DP 1835537496.232 0.0
DP 1835537496.234 1.7309999999999994
DP 1835537496.236 0.0
DP 1835537496.238 0.0
DP 1835537496.24 3.7710000000000004
DP 1835537496.242 0.0
DP 1835537496.244 0.7209999999999996
DP 1835537496.246 0.0
