# DP | Time point in [s] | Count rate (background subtracted, negative rate clipped to 0)
IP LinLin
DP 1271010.0 0.0
DP 1271010.076767 50.0
DP 1271010.153535 12.0
DP 1271010.230302 0.0
DP 1271010.307069 26.0
DP 1271010.383837 0.0
DP 1271010.460604 60.0
DP 1271010.537371 60.0
DP 1271010.614138 68.0
DP 1271010.690906 69.0
DP 1271010.767673 51.0
DP 1271010.84444 33.0
DP 1271010.921208 66.0
DP 1271010.997975 68.0
DP 1271011.074742 92.0
DP 1271011.15151 109.0
DP 1271011.228277 108.0
DP 1271011.305044 102.0
DP 1271011.381811 168.0
DP 1271011.458579 137.0
DP 1271011.535346 102.0
DP 1271011.612113 167.0
DP 1271011.688881 115.0
DP 1271011.765648 141.0
DP 1271011.842415 152.0
DP 1271011.919183 131.0
DP 1271011.99595 146.0
DP 1271012.072717 158.0
DP 1271012.149484 167.0
DP 1271012.226252 199.0
DP 1271012.303019 186.0
DP 1271012.379786 153.0
DP 1271012.456554 172.0
DP 1271012.533321 184.0
DP 1271012.610088 205.0
DP 1271012.686856 183.0
DP 1271012.763623 202.0
DP 1271012.84039 221.0
DP 1271012.917157 214.0
DP 1271012.993925 238.0
DP 1271013.070692 241.0
DP 1271013.147459 272.0
DP 1271013.224227 268.0
DP 1271013.300994 253.0
DP 1271013.377761 289.0
DP 1271013.454528 299.0
DP 1271013.531296 336.0
DP 1271013.608063 298.0
DP 1271013.68483 355.0
DP 1271013.761598 336.0
DP 1271013.838365 337.0
DP 1271013.915132 414.0
DP 1271013.9919 393.0
DP 1271014.068667 430.0
DP 1271014.145434 424.0
DP 1271014.222201 475.0
DP 1271014.298969 461.0
DP 1271014.375736 458.0
DP 1271014.452503 525.0
DP 1271014.529271 604.0
DP 1271014.606038 461.0
DP 1271014.682805 554.0
DP 1271014.759573 645.0
DP 1271014.83634 589.0
DP 1271014.913107 623.0
DP 1271014.989874 578.0
DP 1271015.066642 622.0
DP 1271015.143409 622.0
DP 1271015.220176 643.0
DP 1271015.296944 645.0
DP 1271015.373711 714.0
DP 1271015.450478 709.0
DP 1271015.527246 720.0
DP 1271015.604013 715.0
DP 1271015.68078 731.0
DP 1271015.757548 679.0
DP 1271015.834315 807.0
DP 1271015.911082 729.0
DP 1271015.987849 690.0
DP 1271016.064617 654.0
DP 1271016.141384 697.0
DP 1271016.218151 682.0
DP 1271016.294919 650.0
DP 1271016.371686 585.0
DP 1271016.448453 551.0
DP 1271016.52522 534.0
DP 1271016.601988 488.0
DP 1271016.678755 490.0
DP 1271016.755522 423.0
DP 1271016.83229 465.0
DP 1271016.909057 428.0
DP 1271016.985824 409.0
DP 1271017.062592 394.0
DP 1271017.139359 431.0
DP 1271017.216126 358.0
DP 1271017.292893 344.0
DP 1271017.369661 347.0
DP 1271017.446428 351.0
DP 1271017.523195 305.0
DP 1271017.599963 226.0
DP 1271017.67673 258.0
DP 1271017.753497 262.0
DP 1271017.830265 303.0
DP 1271017.907032 261.0
DP 1271017.983799 207.0
DP 1271018.060567 178.0
DP 1271018.137334 211.0
DP 1271018.214101 210.0
DP 1271018.290868 158.0
DP 1271018.367636 176.0
DP 1271018.444403 155.0
DP 1271018.52117 166.0
DP 1271018.597938 160.0
DP 1271018.674705 162.0
DP 1271018.751472 144.0
DP 1271018.828239 129.0
DP 1271018.905007 114.0
DP 1271018.981774 56.0
DP 1271019.058541 168.0
DP 1271019.135309 96.0
DP 1271019.212076 45.0
DP 1271019.288843 101.0
DP 1271019.365611 80.0
DP 1271019.442378 61.0
DP 1271019.519145 102.0
DP 1271019.595913 81.0
DP 1271019.67268 119.0
DP 1271019.749447 34.0
DP 1271019.826214 53.0
DP 1271019.902982 60.0
DP 1271019.979749 61.0
DP 1271020.056516 60.0
DP 1271020.133284 60.0
DP 1271020.210051 8.0
DP 1271020.286818 39.0
DP 1271020.363585 20.0
DP 1271020.440353 58.0
DP 1271020.51712 58.0
DP 1271020.593887 30.0
DP 1271020.670655 18.0
DP 1271020.747422 60.0
DP 1271020.824189 17.0
DP 1271020.900957 47.0
DP 1271020.977724 16.0
DP 1271021.054491 36.0
DP 1271021.131259 0.0
DP 1271021.208026 19.0
DP 1271021.284793 3.0
DP 1271021.36156 4.0
DP 1271021.438328 26.0
DP 1271021.515095 47.0
DP 1271021.591862 19.0
DP 1271021.66863 30.0
DP 1271021.745397 18.0
DP 1271021.822164 17.0
DP 1271021.898931 27.0
DP 1271021.975699 51.0
DP 1271022.052466 0.0
DP 1271022.129233 17.0
DP 1271022.206001 33.0
DP 1271022.282768 34.0
DP 1271022.359535 0.0
DP 1271022.436303 0.0
DP 1271022.51307 5.0
DP 1271022.589837 27.0
DP 1271022.666604 34.0
DP 1271022.743372 13.0
DP 1271022.820139 27.0
DP 1271022.896906 8.0
DP 1271022.973674 4.0
DP 1271023.050441 0.0
DP 1271023.127208 24.0
DP 1271023.203976 12.0
DP 1271023.280743 7.0
DP 1271023.35751 15.0
DP 1271023.434277 0.0
EN
