#Format: <DP> <Energy in keV> <Spectrum in ph cm^-2 s^-1 keV^-1>
#flux (100.0 - 10000.0 keV): 0.005963517352694539 ph/cm^2/s


IP LOGLOG

DP  100.0  0.0
DP  109.85411419875584  0.0
DP  120.67926406393289  0.0
DP  132.57113655901094  0.0
DP  145.63484775012444  0.0
DP  159.98587196060572  0.0
DP  175.7510624854791  0.0
DP  193.06977288832496  0.0
DP  212.09508879201903  0.0
DP  232.99518105153717  0.0
DP  255.95479226995357  0.0
DP  281.1768697974231  0.0
DP  308.88435964774817  0.0
DP  339.32217718953297  0.0
DP  372.7593720314938  0.0
DP  409.49150623804235  2.9756557051027672e-05
DP  449.8432668969444  2.1844219102410148e-05
DP  494.1713361323833  1.593987418828807e-05
DP  542.867543932386  1.072125612914427e-05
DP  596.3623316594643  7.951404953057356e-06
DP  655.1285568595509  6.018248411393746e-06
DP  719.6856730011522  4.207941961058267e-06
DP  790.6043210907702  3.232423509901341e-06
DP  868.511373751352  2.521494294874798e-06
DP  954.0954763499944  1.9556394859773057e-06
DP  1048.1131341546852  1.4774427306809986e-06
DP  1151.395399326447  1.1670326249314908e-06
DP  1264.8552168552958  9.02094654761899e-07
DP  1389.4954943731375  7.124866833379429e-07
DP  1526.4179671752333  5.436302230940285e-07
DP  1676.8329368110067  3.890561053137233e-07
DP  1842.0699693267163  3.0451701801758034e-07
DP  2023.5896477251556  2.116473525166915e-07
DP  2222.9964825261955  1.638382528293372e-07
DP  2442.05309454865  1.217136894092843e-07
DP  2682.6957952797247  8.005441359870692e-08
DP  2947.0517025518097  6.038600533764949e-08
DP  3237.457542817643  4.554988884082628e-08
DP  3556.4803062231285  3.4358828039880913e-08
DP  3906.939937054613  2.5917276514097765e-08
DP  4291.934260128778  1.954971284609996e-08
DP  4714.8663634573895  1.4746583120223855e-08
DP  5179.474679231213  1.112352470000867e-08
DP  5689.866029018293  8.390608233985627e-09
DP  6250.55192527397  6.329136531352543e-09
DP  6866.488450042998  4.7741436753356e-09
DP  7543.120063354615  3.6011938942761505e-09
DP  8286.427728546843  2.716423791594456e-09
DP  9102.981779915217  2.0490310802949968e-09
DP  10000.0  1.5456087452210368e-09
EN
